UID,Targets
113758,"[tensor(3.), tensor(5.), tensor(3.), tensor(4.), tensor(4.), tensor(3.), tensor(3.), tensor(3.), tensor(4.), tensor(4.), tensor(4.), tensor(3.), tensor(4.), tensor(3.), tensor(3.), tensor(3.), tensor(4.), tensor(3.), tensor(4.)]"
34405,"[tensor(4.), tensor(5.), tensor(5.), tensor(3.), tensor(5.), tensor(5.)]"
146885,"[tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.)]"
141101,"[tensor(4.), tensor(5.), tensor(4.), tensor(5.), tensor(4.), tensor(3.), tensor(4.), tensor(3.), tensor(3.), tensor(3.), tensor(4.), tensor(4.), tensor(3.), tensor(2.), tensor(3.), tensor(4.)]"
55661,"[tensor(5.), tensor(4.), tensor(4.), tensor(5.), tensor(2.), tensor(1.)]"
164249,"[tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.)]"
160707,"[tensor(5.), tensor(3.), tensor(4.), tensor(5.), tensor(5.), tensor(4.), tensor(5.), tensor(5.), tensor(2.), tensor(3.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(3.)]"
130588,"[tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.)]"
78039,"[tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(4.)]"
156573,"[tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(4.), tensor(5.)]"
61313,"[tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.)]"
51627,"[tensor(5.), tensor(4.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(3.), tensor(5.), tensor(5.), tensor(5.), tensor(4.), tensor(5.)]"
46842,"[tensor(4.), tensor(5.), tensor(5.), tensor(1.), tensor(3.), tensor(4.), tensor(5.), tensor(4.), tensor(3.), tensor(5.), tensor(4.), tensor(1.), tensor(5.)]"
104963,"[tensor(5.), tensor(5.), tensor(5.), tensor(4.), tensor(4.)]"
15829,"[tensor(5.), tensor(4.), tensor(4.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(4.), tensor(5.)]"
45753,"[tensor(5.), tensor(3.), tensor(5.), tensor(5.), tensor(4.), tensor(5.), tensor(4.), tensor(5.), tensor(5.), tensor(4.), tensor(5.), tensor(5.), tensor(4.), tensor(3.), tensor(2.), tensor(4.), tensor(5.), tensor(5.), tensor(3.), tensor(4.), tensor(5.), tensor(3.), tensor(4.), tensor(5.)]"
147622,"[tensor(5.), tensor(4.), tensor(5.), tensor(5.), tensor(4.), tensor(5.), tensor(3.), tensor(5.), tensor(5.), tensor(4.), tensor(5.), tensor(5.), tensor(4.), tensor(5.), tensor(4.), tensor(5.), tensor(5.), tensor(4.)]"
143737,"[tensor(4.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(3.), tensor(4.), tensor(5.), tensor(5.), tensor(5.)]"
111940,"[tensor(3.), tensor(5.), tensor(5.), tensor(3.), tensor(3.), tensor(2.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(4.), tensor(5.)]"
58483,"[tensor(4.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(4.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.)]"
147321,"[tensor(4.), tensor(4.), tensor(4.), tensor(5.), tensor(4.), tensor(5.), tensor(4.), tensor(4.), tensor(5.), tensor(4.), tensor(4.), tensor(5.), tensor(4.), tensor(2.)]"
142945,"[tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(4.), tensor(5.)]"
110342,"[tensor(3.), tensor(5.), tensor(5.), tensor(5.), tensor(4.), tensor(5.), tensor(3.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.)]"
14862,"[tensor(5.), tensor(5.), tensor(4.), tensor(2.), tensor(5.), tensor(4.)]"
12680,"[tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.)]"
71701,"[tensor(3.), tensor(5.), tensor(5.), tensor(5.), tensor(4.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(4.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.)]"
17030,"[tensor(5.), tensor(5.), tensor(5.), tensor(3.), tensor(5.), tensor(5.), tensor(3.), tensor(5.)]"
159621,"[tensor(3.), tensor(1.), tensor(5.), tensor(5.), tensor(4.), tensor(5.), tensor(4.), tensor(5.), tensor(1.), tensor(1.), tensor(5.), tensor(5.), tensor(1.), tensor(2.), tensor(1.), tensor(5.), tensor(5.), tensor(1.)]"
85571,"[tensor(4.), tensor(3.), tensor(4.), tensor(5.), tensor(1.), tensor(4.), tensor(3.), tensor(5.), tensor(4.)]"
167383,"[tensor(4.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.)]"
133340,"[tensor(4.), tensor(4.), tensor(4.), tensor(5.), tensor(4.), tensor(3.), tensor(5.), tensor(5.)]"
147837,"[tensor(4.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(4.), tensor(5.), tensor(5.), tensor(4.), tensor(5.), tensor(5.), tensor(4.), tensor(5.)]"
83624,"[tensor(5.), tensor(1.), tensor(1.), tensor(1.), tensor(1.)]"
142369,"[tensor(5.), tensor(5.), tensor(4.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.)]"
96214,"[tensor(5.), tensor(3.), tensor(5.), tensor(5.), tensor(5.), tensor(4.), tensor(5.), tensor(5.), tensor(4.), tensor(5.), tensor(4.), tensor(5.), tensor(4.), tensor(3.)]"
30304,"[tensor(1.), tensor(1.), tensor(5.), tensor(5.), tensor(1.), tensor(3.), tensor(2.)]"
99620,"[tensor(2.), tensor(1.), tensor(2.), tensor(5.), tensor(2.), tensor(1.), tensor(1.), tensor(5.), tensor(5.), tensor(1.), tensor(4.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.)]"
165813,"[tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.)]"
36822,"[tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(3.), tensor(3.), tensor(3.), tensor(5.), tensor(4.), tensor(5.)]"
15638,"[tensor(5.), tensor(1.), tensor(2.), tensor(1.), tensor(3.), tensor(5.), tensor(5.), tensor(5.), tensor(5.)]"
97697,"[tensor(2.), tensor(5.), tensor(3.), tensor(3.), tensor(5.), tensor(1.), tensor(5.), tensor(1.), tensor(1.), tensor(1.), tensor(5.), tensor(5.), tensor(3.), tensor(2.), tensor(5.), tensor(1.), tensor(1.), tensor(5.), tensor(1.), tensor(5.), tensor(5.), tensor(4.), tensor(5.)]"
65046,"[tensor(4.), tensor(4.), tensor(4.), tensor(5.), tensor(5.), tensor(4.), tensor(3.), tensor(4.)]"
112957,"[tensor(5.), tensor(5.), tensor(3.), tensor(5.), tensor(5.), tensor(4.)]"
69632,"[tensor(2.), tensor(5.), tensor(5.), tensor(5.), tensor(4.), tensor(1.), tensor(2.), tensor(3.), tensor(5.), tensor(5.), tensor(4.), tensor(5.), tensor(4.), tensor(3.), tensor(4.), tensor(2.), tensor(3.), tensor(5.), tensor(3.), tensor(4.), tensor(5.), tensor(5.), tensor(2.), tensor(5.), tensor(3.), tensor(1.)]"
1533,"[tensor(5.), tensor(5.), tensor(1.), tensor(1.), tensor(5.), tensor(3.), tensor(4.), tensor(1.), tensor(2.), tensor(5.), tensor(1.), tensor(1.)]"
88235,"[tensor(3.), tensor(5.), tensor(5.), tensor(5.), tensor(3.), tensor(3.), tensor(1.), tensor(5.), tensor(2.), tensor(5.), tensor(1.), tensor(4.), tensor(2.), tensor(3.)]"
92103,"[tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.)]"
154806,"[tensor(5.), tensor(4.), tensor(5.), tensor(4.), tensor(3.), tensor(4.), tensor(5.), tensor(5.), tensor(3.), tensor(4.), tensor(5.), tensor(4.), tensor(2.), tensor(5.), tensor(3.)]"
161580,"[tensor(5.), tensor(5.), tensor(4.), tensor(5.), tensor(5.)]"
172892,"[tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.)]"
52024,"[tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.)]"
2103,"[tensor(4.), tensor(5.), tensor(5.), tensor(4.), tensor(5.), tensor(3.)]"
141929,"[tensor(5.), tensor(5.), tensor(4.), tensor(5.), tensor(5.), tensor(1.), tensor(3.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(4.), tensor(5.), tensor(5.), tensor(5.), tensor(4.), tensor(5.), tensor(5.), tensor(4.)]"
43847,"[tensor(3.), tensor(2.), tensor(5.), tensor(5.), tensor(5.), tensor(5.)]"
119653,"[tensor(4.), tensor(5.), tensor(4.), tensor(4.), tensor(3.), tensor(4.), tensor(4.), tensor(3.), tensor(4.)]"
29350,"[tensor(5.), tensor(5.), tensor(5.), tensor(4.), tensor(4.), tensor(5.), tensor(3.)]"
3990,"[tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(2.)]"
96981,"[tensor(5.), tensor(5.), tensor(5.), tensor(4.), tensor(5.)]"
160379,"[tensor(4.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.)]"
120486,"[tensor(5.), tensor(4.), tensor(4.), tensor(5.), tensor(5.)]"
48157,"[tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.)]"
174823,"[tensor(1.), tensor(5.), tensor(5.), tensor(3.), tensor(5.)]"
5514,"[tensor(3.), tensor(1.), tensor(5.), tensor(5.), tensor(4.)]"
42799,"[tensor(5.), tensor(1.), tensor(5.), tensor(1.), tensor(1.), tensor(5.), tensor(5.), tensor(1.), tensor(1.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.)]"
848,"[tensor(4.), tensor(5.), tensor(5.), tensor(5.), tensor(5.)]"
130268,"[tensor(5.), tensor(5.), tensor(5.), tensor(4.), tensor(5.), tensor(5.), tensor(3.), tensor(5.)]"
89644,"[tensor(1.), tensor(5.), tensor(5.), tensor(5.), tensor(4.), tensor(5.), tensor(1.)]"
140888,"[tensor(4.), tensor(5.), tensor(3.), tensor(5.), tensor(4.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(4.), tensor(5.), tensor(5.)]"
105559,"[tensor(5.), tensor(5.), tensor(5.), tensor(1.), tensor(1.), tensor(1.), tensor(5.), tensor(4.), tensor(4.), tensor(4.), tensor(5.)]"
42874,"[tensor(4.), tensor(5.), tensor(5.), tensor(1.), tensor(1.), tensor(5.), tensor(5.), tensor(4.), tensor(5.), tensor(5.)]"
162558,"[tensor(4.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.)]"
105658,"[tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.)]"
158380,"[tensor(4.), tensor(4.), tensor(4.), tensor(3.), tensor(4.), tensor(5.), tensor(4.), tensor(4.), tensor(3.)]"
72306,"[tensor(4.), tensor(5.), tensor(4.), tensor(3.), tensor(5.), tensor(3.)]"
81818,"[tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.)]"
71715,"[tensor(5.), tensor(5.), tensor(5.), tensor(4.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(2.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.)]"
64278,"[tensor(3.), tensor(4.), tensor(5.), tensor(3.), tensor(5.), tensor(5.), tensor(3.), tensor(5.)]"
178335,"[tensor(5.), tensor(5.), tensor(1.), tensor(2.), tensor(5.)]"
31122,"[tensor(4.), tensor(4.), tensor(3.), tensor(3.), tensor(1.), tensor(4.), tensor(5.), tensor(3.), tensor(2.), tensor(2.)]"
32159,"[tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(4.)]"
7097,"[tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(3.), tensor(5.), tensor(5.), tensor(4.), tensor(5.), tensor(5.), tensor(5.), tensor(2.), tensor(5.), tensor(5.), tensor(5.), tensor(4.), tensor(5.), tensor(5.), tensor(5.)]"
163303,"[tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.)]"
100910,"[tensor(4.), tensor(4.), tensor(4.), tensor(5.), tensor(5.)]"
177182,"[tensor(5.), tensor(5.), tensor(4.), tensor(2.), tensor(5.)]"
60500,"[tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(4.), tensor(5.), tensor(5.), tensor(1.), tensor(5.), tensor(5.)]"
141023,"[tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(4.), tensor(5.), tensor(5.)]"
153998,"[tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(1.), tensor(4.), tensor(2.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(3.), tensor(5.), tensor(5.), tensor(5.), tensor(1.)]"
8871,"[tensor(1.), tensor(3.), tensor(5.), tensor(4.), tensor(5.), tensor(4.)]"
39490,"[tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(4.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(4.), tensor(4.)]"
133257,"[tensor(1.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.)]"
123415,"[tensor(5.), tensor(4.), tensor(5.), tensor(5.), tensor(1.)]"
13246,"[tensor(5.), tensor(5.), tensor(4.), tensor(2.), tensor(5.), tensor(5.)]"
41536,"[tensor(2.), tensor(5.), tensor(1.), tensor(5.), tensor(5.)]"
94101,"[tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.)]"
145318,"[tensor(3.), tensor(5.), tensor(5.), tensor(3.), tensor(5.), tensor(2.), tensor(5.)]"
48583,"[tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.)]"
94029,"[tensor(5.), tensor(2.), tensor(3.), tensor(5.), tensor(5.), tensor(5.), tensor(5.)]"
16587,"[tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.)]"
162738,"[tensor(4.), tensor(5.), tensor(5.), tensor(5.), tensor(4.), tensor(2.)]"
152518,"[tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(4.), tensor(5.), tensor(3.), tensor(4.), tensor(4.), tensor(5.)]"
37206,"[tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(4.)]"
39756,"[tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.)]"
78697,"[tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(4.), tensor(5.), tensor(4.)]"
45313,"[tensor(4.), tensor(3.), tensor(4.), tensor(4.), tensor(5.), tensor(4.), tensor(5.), tensor(4.), tensor(3.), tensor(4.), tensor(4.), tensor(4.), tensor(3.), tensor(4.), tensor(5.), tensor(4.)]"
12708,"[tensor(5.), tensor(4.), tensor(5.), tensor(5.), tensor(5.), tensor(4.)]"
62614,"[tensor(4.), tensor(4.), tensor(4.), tensor(3.), tensor(5.), tensor(4.)]"
166769,"[tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(4.)]"
96673,"[tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.)]"
86304,"[tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.)]"
28991,"[tensor(4.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.)]"
54659,"[tensor(3.), tensor(3.), tensor(5.), tensor(4.), tensor(5.), tensor(4.)]"
133125,"[tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.)]"
130719,"[tensor(5.), tensor(4.), tensor(4.), tensor(5.), tensor(5.), tensor(2.), tensor(3.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(4.), tensor(4.), tensor(4.), tensor(3.), tensor(5.), tensor(5.), tensor(2.), tensor(4.)]"
41839,"[tensor(4.), tensor(5.), tensor(5.), tensor(4.), tensor(5.), tensor(3.)]"
3817,"[tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.)]"
180957,"[tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.)]"
9882,"[tensor(5.), tensor(4.), tensor(5.), tensor(4.), tensor(5.)]"
81187,"[tensor(4.), tensor(4.), tensor(5.), tensor(3.), tensor(3.), tensor(3.)]"
143524,"[tensor(5.), tensor(5.), tensor(5.), tensor(2.), tensor(5.), tensor(4.)]"
47378,"[tensor(1.), tensor(1.), tensor(1.), tensor(5.), tensor(2.), tensor(5.), tensor(1.), tensor(5.), tensor(5.), tensor(2.)]"
118276,"[tensor(5.), tensor(4.), tensor(5.), tensor(5.), tensor(5.)]"
26689,"[tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.)]"
118850,"[tensor(5.), tensor(5.), tensor(5.), tensor(4.), tensor(5.)]"
170382,"[tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.)]"
115010,"[tensor(5.), tensor(5.), tensor(4.), tensor(5.), tensor(3.), tensor(5.), tensor(5.)]"
65961,"[tensor(3.), tensor(2.), tensor(4.), tensor(4.), tensor(5.), tensor(5.), tensor(4.), tensor(5.), tensor(5.), tensor(4.)]"
11858,"[tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.)]"
164445,"[tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(2.), tensor(5.), tensor(5.), tensor(1.)]"
21115,"[tensor(5.), tensor(5.), tensor(4.), tensor(5.), tensor(5.), tensor(5.), tensor(5.)]"
144682,"[tensor(3.), tensor(5.), tensor(5.), tensor(4.), tensor(5.), tensor(5.), tensor(4.)]"
39262,"[tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.)]"
69997,"[tensor(3.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.)]"
6643,"[tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.)]"
168825,"[tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.)]"
138787,"[tensor(4.), tensor(5.), tensor(5.), tensor(4.), tensor(5.)]"
147782,"[tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.)]"
61821,"[tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.)]"
14939,"[tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(1.), tensor(1.)]"
152007,"[tensor(5.), tensor(5.), tensor(5.), tensor(3.), tensor(3.), tensor(2.)]"
102350,"[tensor(5.), tensor(5.), tensor(5.), tensor(3.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(2.), tensor(5.), tensor(3.), tensor(5.), tensor(5.), tensor(2.), tensor(3.), tensor(5.), tensor(5.), tensor(5.), tensor(3.), tensor(5.), tensor(4.), tensor(3.), tensor(1.)]"
30024,"[tensor(5.), tensor(5.), tensor(5.), tensor(4.), tensor(5.), tensor(4.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(4.), tensor(5.), tensor(4.), tensor(5.), tensor(3.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.)]"
116255,"[tensor(3.), tensor(3.), tensor(5.), tensor(1.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(4.), tensor(3.), tensor(3.), tensor(2.), tensor(4.), tensor(5.), tensor(5.), tensor(2.), tensor(3.), tensor(3.), tensor(4.), tensor(5.), tensor(5.), tensor(5.), tensor(2.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.)]"
162092,"[tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(1.)]"
59807,"[tensor(4.), tensor(5.), tensor(5.), tensor(5.), tensor(3.), tensor(5.), tensor(5.), tensor(5.), tensor(4.), tensor(5.), tensor(5.)]"
111353,"[tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.)]"
92442,"[tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.)]"
88078,"[tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.)]"
137046,"[tensor(5.), tensor(5.), tensor(5.), tensor(4.), tensor(4.), tensor(5.), tensor(4.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.)]"
43016,"[tensor(5.), tensor(5.), tensor(5.), tensor(2.), tensor(3.), tensor(5.), tensor(3.)]"
162101,"[tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(1.), tensor(3.), tensor(3.), tensor(1.), tensor(5.), tensor(5.)]"
44508,"[tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.)]"
176448,"[tensor(4.), tensor(3.), tensor(4.), tensor(1.), tensor(5.), tensor(4.), tensor(3.)]"
43210,"[tensor(5.), tensor(4.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(4.), tensor(3.), tensor(2.), tensor(3.), tensor(3.), tensor(4.), tensor(4.), tensor(5.)]"
95063,"[tensor(4.), tensor(5.), tensor(4.), tensor(5.), tensor(5.), tensor(4.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(4.), tensor(4.), tensor(4.)]"
95110,"[tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(4.)]"
67580,"[tensor(5.), tensor(5.), tensor(5.), tensor(4.), tensor(5.), tensor(5.)]"
161809,"[tensor(5.), tensor(5.), tensor(4.), tensor(5.), tensor(4.), tensor(5.), tensor(5.)]"
146184,"[tensor(4.), tensor(4.), tensor(5.), tensor(5.), tensor(4.), tensor(3.), tensor(5.), tensor(4.)]"
36578,"[tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.)]"
53414,"[tensor(4.), tensor(5.), tensor(4.), tensor(3.), tensor(3.)]"
143007,"[tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(3.), tensor(5.), tensor(5.), tensor(4.), tensor(5.), tensor(5.), tensor(1.), tensor(5.), tensor(4.), tensor(5.), tensor(5.), tensor(5.)]"
145710,"[tensor(5.), tensor(3.), tensor(5.), tensor(5.), tensor(2.), tensor(4.), tensor(4.), tensor(4.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.)]"
126108,"[tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.)]"
88169,"[tensor(2.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(3.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(2.), tensor(5.)]"
4038,"[tensor(3.), tensor(4.), tensor(4.), tensor(4.), tensor(5.), tensor(1.), tensor(5.), tensor(5.), tensor(3.), tensor(1.), tensor(5.), tensor(1.), tensor(3.), tensor(4.), tensor(2.), tensor(3.), tensor(4.), tensor(3.)]"
72422,"[tensor(4.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.)]"
116881,"[tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.)]"
120239,"[tensor(5.), tensor(1.), tensor(2.), tensor(2.), tensor(5.), tensor(2.), tensor(1.), tensor(1.), tensor(1.)]"
105267,"[tensor(5.), tensor(5.), tensor(3.), tensor(5.), tensor(5.), tensor(5.)]"
166980,"[tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(1.), tensor(5.), tensor(5.)]"
77061,"[tensor(5.), tensor(5.), tensor(5.), tensor(3.), tensor(5.), tensor(5.), tensor(5.)]"
37520,"[tensor(4.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.)]"
165439,"[tensor(5.), tensor(3.), tensor(5.), tensor(4.), tensor(5.)]"
57244,"[tensor(5.), tensor(5.), tensor(4.), tensor(1.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(4.), tensor(5.), tensor(5.), tensor(5.)]"
143570,"[tensor(5.), tensor(4.), tensor(5.), tensor(4.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(4.), tensor(5.), tensor(5.)]"
149394,"[tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(4.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.)]"
34555,"[tensor(1.), tensor(3.), tensor(5.), tensor(5.), tensor(2.), tensor(4.), tensor(4.), tensor(5.), tensor(4.), tensor(3.), tensor(3.)]"
112987,"[tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.)]"
39596,"[tensor(4.), tensor(4.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.)]"
878,"[tensor(3.), tensor(4.), tensor(5.), tensor(5.), tensor(4.), tensor(5.), tensor(4.), tensor(3.), tensor(4.), tensor(4.)]"
139492,"[tensor(5.), tensor(5.), tensor(5.), tensor(4.), tensor(5.), tensor(2.), tensor(5.), tensor(5.), tensor(3.), tensor(5.)]"
